date,value_A,value_AG,value_AL,value_AO,value_AP,value_AU,value_B,value_BC,value_BR,value_BU,value_C,value_CF,value_CJ,value_CS,value_CU,value_EB,value_EC,value_EG,value_FG,value_FU,value_HC,value_I,value_IC,value_IF,value_IH,value_IM,value_J,value_JD,value_JM,value_L,value_LC,value_LG,value_LH,value_LU,value_M,value_MA,value_NI,value_NR,value_OI,value_P,value_PF,value_PG,value_PK,value_PP,value_PR,value_PS,value_PX,value_RB,value_RM,value_RU,value_SA,value_SF,value_SH,value_SI,value_SM,value_SN,value_SP,value_SR,value_SS,value_T,value_TA,value_TF,value_TL,value_TS,value_UR,value_V,value_Y,value_ZN
2024-02-08,990046.4702310476,1000000.0,1000000.0,1000000.0,1000000.0,994864.2772841288,1000000.0,1001455.1029864711,1000000.0,1000000.0,1012496.729813098,1000000.0,1000000.0,1000000.0,1000075.4578979466,1000000.0,1000000.0,1000000.0,1000000.0,974151.1552783652,994999.9031433484,994931.5588831544,1000000.0,997282.02384235,982881.5174017742,1000000.0,990396.5267228724,1000000.0,996495.946777221,997529.6055919204,1000000.0,1000000.0,1000000.0,972957.1073077364,1000000.0,1022715.0191658454,998385.9607074978,1000000.0,1000000.0,1002399.7415325458,984195.521654212,1000000.0,1000000.0,1000837.4996917604,1000000.0,1000000.0,997023.6342861718,997066.7953718096,1012829.6397286344,1006902.0671905124,1000000.0,991939.5209706108,1000000.0,1000000.0,997871.542913306,994291.8874656702,1000000.0,1000000.0,1005422.9439040042,1000000.0,982104.0405066196,1000189.9927774168,1010657.8025771586,998903.3680696778,1000000.0,1000000.0,1000080.6099729616,993187.4045382758
2024-02-19,990046.4702310476,1000000.0,1000000.0,1000000.0,1000000.0,994864.2772841288,1000000.0,999121.767004792,1000000.0,1000000.0,1002135.8675309548,1000000.0,1000000.0,1000000.0,1000075.4578979466,1000000.0,1000000.0,1000000.0,1000000.0,974151.1552783652,985375.084535378,994931.5588831544,1000000.0,997282.02384235,982881.5174017742,1000000.0,1002648.9476279228,1000000.0,1015928.3128415088,997529.6055919204,1000000.0,1000000.0,1000000.0,972957.1073077364,1000000.0,1030692.140724784,991394.7841798636,1000000.0,1000601.4347811788,1002399.7415325458,984195.521654212,1000000.0,1000000.0,1000837.4996917604,1000000.0,1000000.0,997023.6342861718,1009590.934849818,1012829.6397286344,994039.9215008405,1000000.0,995065.9790950414,1000000.0,1000000.0,1001081.6917530352,994291.8874656702,1000000.0,1000000.0,1008717.3709864436,1000000.0,982104.0405066196,1000189.9927774168,1010657.8025771586,998903.3680696778,1000000.0,1000000.0,989738.6319736212,993187.4045382758
2024-02-20,990046.4702310476,1000000.0,1000000.0,1000000.0,1000000.0,994864.2772841288,1000000.0,999121.767004792,1000000.0,1000000.0,1002135.8675309548,1000000.0,1000000.0,1000000.0,1000075.4578979466,1000000.0,1008040.2572499082,1000000.0,1000000.0,974151.1552783652,985375.084535378,994931.5588831544,1000000.0,997282.02384235,982881.5174017742,1000000.0,1002648.9476279228,1000000.0,1015928.3128415088,997529.6055919204,1000000.0,1000000.0,1008605.9878678356,972957.1073077364,1000000.0,1023703.091876767,991394.7841798636,1000000.0,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1000000.0,1000837.4996917604,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,994039.9215008405,1000000.0,989232.5084681534,1000000.0,1000000.0,995421.2363039408,994291.8874656702,1000000.0,1000000.0,1006768.2365157076,1000000.0,982104.0405066196,1000189.9927774168,1010657.8025771586,998903.3680696778,1000000.0,1000000.0,982633.9229098072,993187.4045382758
2024-02-21,990046.4702310476,1000000.0,1000000.0,1000000.0,1000000.0,994864.2772841288,1000000.0,999121.767004792,1000000.0,1000000.0,1002135.8675309548,1000000.0,1000000.0,1000000.0,1000075.4578979466,1000000.0,1007258.8991820874,1000000.0,1000000.0,974151.1552783652,985375.084535378,994931.5588831544,1000000.0,997282.02384235,982881.5174017742,1000000.0,1002648.9476279228,1000000.0,1015928.3128415088,997529.6055919204,1000000.0,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1030094.6133601104,991394.7841798636,1000000.0,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1000000.0,1000837.4996917604,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,994039.9215008405,1000000.0,989232.5084681534,1000000.0,1000000.0,995421.2363039408,994291.8874656702,1000000.0,1000000.0,1003649.6213625284,1000000.0,982104.0405066196,1000189.9927774168,1010657.8025771586,998903.3680696778,1000000.0,1000000.0,982633.9229098072,993187.4045382758
2024-02-22,990046.4702310476,1000000.0,1000000.0,1000000.0,1000000.0,994864.2772841288,1000000.0,999121.767004792,1000000.0,1000000.0,1002135.8675309548,1000000.0,1000000.0,1000000.0,1000075.4578979466,1000000.0,1010752.0293676392,1000000.0,1000000.0,974151.1552783652,985375.084535378,994931.5588831544,1000000.0,997282.02384235,982881.5174017742,1000000.0,1002648.9476279228,995404.6882770214,1015928.3128415088,997529.6055919204,1000000.0,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1039282.4254924166,991394.7841798636,1000000.0,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1000000.0,1000837.4996917604,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,994039.9215008405,1000000.0,989232.5084681534,1000000.0,1000000.0,995421.2363039408,1002029.1168074168,1000000.0,1000000.0,997196.8167837082,1000000.0,982104.0405066196,1000189.9927774168,1010657.8025771586,998903.3680696778,1000000.0,1000000.0,982633.9229098072,993187.4045382758
2024-02-23,990046.4702310476,1000000.0,1000000.0,1000000.0,1000000.0,994864.2772841288,1000000.0,999121.767004792,1000000.0,1000000.0,1002135.8675309548,1000000.0,1000000.0,1000000.0,1000075.4578979466,1000000.0,1007121.0124642358,1000000.0,1000000.0,974151.1552783652,985375.084535378,994931.5588831544,1000000.0,997282.02384235,982881.5174017742,1000000.0,1002648.9476279228,987584.9489190448,1015928.3128415088,997529.6055919204,1000000.0,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1042478.1862340886,991394.7841798636,1000000.0,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1000000.0,1000837.4996917604,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,994039.9215008405,1000000.0,989232.5084681534,1000000.0,1000000.0,995421.2363039408,988354.05080533,1000000.0,1000000.0,997196.8167837082,1000000.0,982104.0405066196,1000189.9927774168,1010657.8025771586,998903.3680696778,1000000.0,1000000.0,982633.9229098072,993187.4045382758
2024-02-26,990046.4702310476,1000000.0,1000000.0,1000000.0,1005041.673757082,994864.2772841288,1000000.0,1000047.8792156196,1000000.0,1000000.0,1002135.8675309548,1000000.0,1000000.0,1000000.0,997726.820536831,1000000.0,984507.4804273384,1000000.0,1000000.0,974151.1552783652,985375.084535378,994931.5588831544,1000000.0,996678.9155194864,975176.159138005,1000000.0,1002648.9476279228,987584.9489190448,1015928.3128415088,997529.6055919204,1000000.0,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1041279.7759559624,997460.9930454683,1000000.0,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1000000.0,1000837.4996917604,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,994039.9215008405,1000000.0,989232.5084681534,1000000.0,1000000.0,995421.2363039408,988354.05080533,1000000.0,1000000.0,997196.8167837082,1000000.0,982104.0405066196,1000189.9927774168,1010657.8025771586,998903.3680696778,1000000.0,1000000.0,982633.9229098072,993187.4045382758
2024-02-27,990046.4702310476,1000000.0,1000000.0,1000000.0,1015789.592587188,994864.2772841288,1000000.0,1000047.8792156196,1000000.0,1000000.0,1002135.8675309548,1000000.0,1000000.0,1000000.0,993547.346490252,1000000.0,984507.4804273384,1000000.0,997982.598823196,974151.1552783652,985375.084535378,994931.5588831544,1000000.0,1002020.3164830846,982950.6523729592,1000000.0,1002648.9476279228,987584.9489190448,1015928.3128415088,997529.6055919204,1000000.0,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1051266.5282736858,997460.9930454683,1000000.0,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,996902.7856796484,1000837.4996917604,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,994039.9215008405,1000000.0,989232.5084681534,1000000.0,1000000.0,995421.2363039408,988354.05080533,1000000.0,1000000.0,997196.8167837082,1000000.0,982104.0405066196,1000189.9927774168,1010657.8025771586,998903.3680696778,1000000.0,1000000.0,982633.9229098072,993187.4045382758
2024-02-28,990046.4702310476,1000000.0,1000000.0,1000000.0,1016703.6405957884,994864.2772841288,1000000.0,1000047.8792156196,1000000.0,1000000.0,1002135.8675309548,1000000.0,1000000.0,1000000.0,993547.346490252,1000000.0,984507.4804273384,1000000.0,1042043.8380245734,974151.1552783652,985375.084535378,994931.5588831544,1000000.0,1002020.3164830846,981163.4240191766,986440.296978174,1002648.9476279228,987584.9489190448,1015928.3128415088,997529.6055919204,1000000.0,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1049269.1778101411,997460.9930454683,1000000.0,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,997125.4850900676,1000837.4996917604,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,994039.9215008405,1000000.0,989232.5084681534,1000000.0,1000000.0,995421.2363039408,988354.05080533,1000000.0,1000000.0,997196.8167837082,1000000.0,982104.0405066196,1000189.9927774168,1010657.8025771586,998903.3680696778,1000000.0,1000000.0,982633.9229098072,993187.4045382758
2024-02-29,990046.4702310476,1000000.0,1000000.0,1000000.0,1016703.6405957884,994864.2772841288,1000000.0,1000047.8792156196,1000000.0,1000000.0,1002135.8675309548,1000000.0,1000000.0,1000000.0,993547.346490252,1000000.0,984507.4804273384,1000000.0,1044260.4201457124,974151.1552783652,985375.084535378,994931.5588831544,1000000.0,1002020.3164830846,981163.4240191766,1038752.8777275172,1002648.9476279228,987584.9489190448,1015928.3128415088,997529.6055919204,1000000.0,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1044875.0067903416,997460.9930454683,1000000.0,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1000465.9762463616,1000837.4996917604,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,994039.9215008405,1013234.09055196,989232.5084681534,1000000.0,1000000.0,995421.2363039408,988354.05080533,1000000.0,1000000.0,997196.8167837082,1000000.0,982104.0405066196,1000189.9927774168,1010657.8025771586,998903.3680696778,1000000.0,1000000.0,982633.9229098072,993187.4045382758
2024-03-01,990046.4702310476,1000000.0,1000000.0,1000000.0,1016703.6405957884,994864.2772841288,1000000.0,1000047.8792156196,1000000.0,1000000.0,1002135.8675309548,1000000.0,1000000.0,1000000.0,993547.346490252,1000000.0,984507.4804273384,1000000.0,1044260.4201457124,974151.1552783652,985375.084535378,994931.5588831544,1000000.0,1002020.3164830846,981163.4240191766,1038752.8777275172,1002648.9476279228,987584.9489190448,1015928.3128415088,997529.6055919204,1000000.0,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1050068.1179955583,997460.9930454683,1006740.937699022,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1001599.6498650436,1000837.4996917604,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,994039.9215008405,1004465.7660992568,989232.5084681534,1000000.0,1000000.0,995421.2363039408,988354.05080533,1000000.0,1000000.0,991898.8198030342,1000000.0,982104.0405066196,1000189.9927774168,1012332.8584748904,998903.3680696778,1000000.0,1000000.0,982633.9229098072,993187.4045382758
2024-03-04,988942.153957653,1000000.0,1000000.0,1000000.0,1016703.6405957884,994864.2772841288,1000000.0,1000047.8792156196,1000000.0,1000000.0,1002135.8675309548,1000000.0,1000000.0,1000000.0,993547.346490252,1000000.0,984507.4804273384,1000000.0,1044260.4201457124,974151.1552783652,985375.084535378,994931.5588831544,1000000.0,1002020.3164830846,981163.4240191766,1038752.8777275172,1002648.9476279228,987584.9489190448,1015928.3128415088,997529.6055919204,1000000.0,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1051463.7067114462,1003667.469748748,1001174.5917645964,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1001599.6498650436,1000837.4996917604,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,996983.5966351108,982837.2324492576,989232.5084681534,1000000.0,1000000.0,995421.2363039408,988354.05080533,999791.5010323756,1000000.0,989149.2199855476,1000000.0,982104.0405066196,1000189.9927774168,1019577.7382316384,998903.3680696778,1000000.0,1000000.0,982633.9229098072,993018.5154571132
2024-03-05,989841.6540581612,1000000.0,1000000.0,1000000.0,1016703.6405957884,994864.2772841288,1000000.0,1000047.8792156196,1000000.0,1000000.0,1002135.8675309548,1000000.0,999991.553209245,1000000.0,993547.346490252,1000000.0,984507.4804273384,1000000.0,1060348.4460932363,974151.1552783652,985375.084535378,994931.5588831544,1003429.0372970854,1002020.3164830846,981163.4240191766,1038752.8777275172,1002648.9476279228,987584.9489190448,1015928.3128415088,997529.6055919204,974179.2524353978,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1051463.7067114462,1012014.4531113966,995392.0860630508,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1001599.6498650436,997634.0500111574,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,986884.96560408,966837.027809951,989232.5084681534,1000000.0,1000000.0,995421.2363039408,988354.05080533,995499.9270847136,1005831.9158723418,989149.2199855476,1000000.0,982104.0405066196,1000189.9927774168,1014913.226607431,998903.3680696778,1000000.0,998244.6030022802,982633.9229098072,993018.5154571132
2024-03-06,978390.8378786668,1000000.0,1000000.0,1000000.0,1019862.8538625162,994864.2772841288,1000000.0,1000047.8792156196,1000000.0,1000000.0,1002135.8675309548,1000000.0,999991.553209245,1000000.0,993547.346490252,1000000.0,984507.4804273384,1000000.0,1056587.6870043965,974151.1552783652,985375.084535378,994931.5588831544,1005853.1639209882,1002020.3164830846,981163.4240191766,1038752.8777275172,1002648.9476279228,987584.9489190448,1015928.3128415088,997529.6055919204,991558.0916500976,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1051463.7067114462,1012014.4531113966,995392.0860630508,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1001599.6498650436,997634.0500111574,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,986884.96560408,966837.027809951,989232.5084681534,1000000.0,1000000.0,995421.2363039408,988354.05080533,996572.8205716287,1005831.9158723418,989149.2199855476,1000000.0,982104.0405066196,1000189.9927774168,1022158.1063641784,998903.3680696778,1000000.0,1003588.434698536,982633.9229098072,993018.5154571132
2024-03-07,978390.8378786668,1000000.0,1000000.0,1000000.0,1020771.6028971818,994864.2772841288,1000000.0,1000047.8792156196,1000000.0,1000000.0,1002135.8675309548,998131.4000627454,999991.553209245,1000000.0,993547.346490252,1000000.0,984507.4804273384,1000000.0,1074137.8960856618,974151.1552783652,985375.084535378,994931.5588831544,982713.7734200916,1002020.3164830846,981163.4240191766,1038752.8777275172,1002648.9476279228,987584.9489190448,1015928.3128415088,997529.6055919204,979209.9690501796,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1051463.7067114462,1012014.4531113966,995392.0860630508,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1001599.6498650436,997634.0500111574,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,986884.96560408,966837.027809951,989232.5084681534,1000000.0,1000000.0,995421.2363039408,988354.05080533,1018388.3214722476,1005831.9158723418,989149.2199855476,1000000.0,982104.0405066196,1000189.9927774168,1029089.372147894,998903.3680696778,1002551.556347262,995111.0490482628,982633.9229098072,993018.5154571132
2024-03-08,978390.8378786668,1000000.0,1000000.0,1000000.0,1020771.6028971818,994864.2772841288,1000000.0,1000047.8792156196,1000000.0,1000000.0,1002135.8675309548,998131.4000627454,999991.553209245,1000000.0,993547.346490252,1000000.0,984507.4804273384,1000000.0,1072257.5165412398,974151.1552783652,985375.084535378,994931.5588831544,1009452.6246655728,1008570.9357226228,981163.4240191766,1038752.8777275172,1002648.9476279228,987584.9489190448,1015928.3128415088,997529.6055919204,991100.7537760264,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1051463.7067114462,1012014.4531113966,995392.0860630508,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1001599.6498650436,997634.0500111574,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,986884.96560408,966837.027809951,989232.5084681534,1000000.0,1000000.0,995421.2363039408,988354.05080533,1025183.313556047,1005831.9158723418,986198.5630491354,1000000.0,982104.0405066196,1000189.9927774168,1029089.372147894,998903.3680696778,1009888.3584384456,995111.0490482628,982633.9229098072,993018.5154571132
2024-03-11,978390.8378786668,1000000.0,1004282.8949306768,1000000.0,1021556.1259863,994864.2772841288,1000000.0,1007683.8577461152,1000000.0,1000000.0,1002135.8675309548,998131.4000627454,999991.553209245,1000000.0,993428.8123339316,1000000.0,984507.4804273384,1000000.0,1101716.7960705066,974151.1552783652,985375.084535378,994931.5588831544,1022206.2780508128,1017715.8985892398,981163.4240191766,1038752.8777275172,1002648.9476279228,984100.4234906894,1015928.3128415088,997529.6055919204,1010766.2823610812,1000000.0,1017215.5167393396,972957.1073077364,1000000.0,1051463.7067114462,1012014.4531113966,995392.0860630508,996207.3375823108,1002399.7415325458,984195.521654212,1000000.0,1001599.6498650436,997634.0500111574,1000000.0,1000000.0,997023.6342861718,1020315.4887203628,1012829.6397286344,986884.96560408,966837.027809951,989232.5084681534,1000000.0,1000000.0,995421.2363039408,993672.169581858,1028401.994016794,1005831.9158723418,986198.5630491354,1000042.141876441,982104.0405066196,1000189.9927774168,1029089.372147894,998903.3680696778,1003010.1064779604,995111.0490482628,982633.9229098072,993805.5219125611
