date,value_A,value_AG,value_AL,value_AO,value_AP,value_AU,value_B,value_BC,value_BR,value_BU,value_C,value_CF,value_CJ,value_CS,value_CU,value_EB,value_EC,value_EG,value_FG,value_FU,value_HC,value_I,value_J,value_JD,value_JM,value_L,value_LC,value_LG,value_LH,value_LU,value_M,value_MA,value_NI,value_NR,value_OI,value_P,value_PF,value_PG,value_PK,value_PP,value_PR,value_PS,value_PX,value_RB,value_RM,value_RU,value_SA,value_SF,value_SH,value_SI,value_SM,value_SN,value_SP,value_SR,value_SS,value_TA,value_UR,value_V,value_Y,value_ZN
2024-01-30,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,198912.42097189397,200000.0,199000.5558131782,199560.52301575223,200000.0,200000.0,200000.0,199894.73576147095,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,199382.8743595764,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,199143.1858361488,200000.0,200000.0,200000.0,200000.0,200833.99630411115,200000.0,200000.0,199864.6717971241
2024-01-31,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,199914.1525487004,200000.0,199000.5558131782,197955.64446722812,200000.0,200000.0,200000.0,198684.669520443,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,199382.8743595764,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,198598.65889846729,200000.0,200000.0,200000.0,200000.0,197486.49964518557,200000.0,200000.0,201010.73221856228
2024-02-01,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,199478.71924479125,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,199320.7791874354,200000.0,200000.0,200000.0,199914.1525487004,200000.0,199000.5558131782,197955.64446722812,200000.0,200000.0,200000.0,197168.2087449669,200000.0,200000.0,200000.0,200000.0,200000.0,200570.78235480847,200000.0,200000.0,200637.0779145768,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,199382.8743595764,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,199622.0613185136,200000.0,200000.0,200000.0,200000.0,197486.49964518557,200000.0,200000.0,201010.73221856228
2024-02-02,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,197389.23378602284,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,197544.3352215879,200000.0,200000.0,200000.0,199914.1525487004,200000.0,199000.5558131782,197955.64446722812,200000.0,200000.0,200000.0,197168.2087449669,200000.0,200000.0,200000.0,200000.0,200000.0,199343.1425577029,200000.0,200000.0,202458.47899940851,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,199382.8743595764,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,199622.0613185136,200000.0,200000.0,200000.0,200000.0,197486.49964518557,200000.0,200000.0,201010.73221856228
2024-02-05,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,197185.3815461431,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,197138.29088653723,200000.0,200000.0,200000.0,199914.1525487004,200000.0,199000.5558131782,197955.64446722812,200000.0,200000.0,200000.0,197168.2087449669,200000.0,200000.0,200000.0,200000.0,200000.0,200176.93797018565,200000.0,200000.0,203313.7584361993,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,199382.8743595764,200000.0,201181.51753784684,200000.0,200000.0,200000.0,200000.0,200000.0,199622.0613185136,200000.0,200000.0,200000.0,200000.0,197486.49964518557,200000.0,200000.0,201010.73221856228
2024-02-06,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,195900.44991512035,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,196003.0416812772,200000.0,200000.0,200000.0,199914.1525487004,200000.0,199000.5558131782,197955.64446722812,200000.0,200000.0,200000.0,197168.2087449669,200000.0,200000.0,200000.0,200000.0,200000.0,200176.93797018565,200000.0,200000.0,204138.2400624106,200215.3989645037,200000.0,199685.8335124348,200000.0,200000.0,200000.0,200000.0,200553.89090297263,199382.8743595764,200000.0,201685.80424747773,200000.0,200000.0,200000.0,200000.0,200000.0,199622.0613185136,200000.0,200208.24071540424,200000.0,200000.0,197486.49964518557,200000.0,200000.0,201010.73221856228
2024-02-07,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,195900.44991512035,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,196003.0416812772,200000.0,200000.0,200000.0,199914.1525487004,200000.0,199000.5558131782,197955.64446722812,200000.0,200000.0,200000.0,197168.2087449669,200000.0,200000.0,200000.0,200000.0,200000.0,200176.93797018565,200000.0,200000.0,204138.2400624106,201479.34630393577,199912.1516498493,201321.1989903525,200000.0,200000.0,200000.0,200000.0,199307.29539280143,199382.8743595764,200000.0,201685.80424747773,200000.0,200000.0,200000.0,200000.0,200000.0,199622.0613185136,200000.0,201073.5501602818,200000.0,200279.6197611634,197486.49964518557,200000.0,200000.0,201010.73221856228
2024-02-08,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,195900.44991512035,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,196003.0416812772,200000.0,200000.0,200000.0,199914.1525487004,200000.0,198603.61943586255,197955.64446722812,196506.5861218267,200000.0,200000.0,197168.2087449669,200000.0,200000.0,200000.0,200000.0,200000.0,200176.93797018565,200000.0,200000.0,204138.2400624106,201479.34630393577,199912.1516498493,201321.1989903525,200000.0,200000.0,200000.0,200000.0,199307.29539280143,199940.5449787162,200000.0,201685.80424747773,200000.0,200000.0,200000.0,200000.0,200000.0,199622.0613185136,201444.71250029365,201073.5501602818,200000.0,200279.6197611634,197486.49964518557,200000.0,199097.01891870415,201010.73221856228
2024-02-19,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,195900.44991512035,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,196003.0416812772,200000.0,200000.0,200000.0,199914.1525487004,200000.0,196678.65571426853,197955.64446722812,201482.4110110275,200000.0,200000.0,197168.2087449669,200000.0,200000.0,200000.0,200000.0,200000.0,200176.93797018565,200000.0,200000.0,204138.2400624106,201479.34630393577,199912.1516498493,201321.1989903525,200000.0,200000.0,200000.0,200000.0,199307.29539280143,199940.5449787162,200000.0,201685.80424747773,200000.0,200000.0,200000.0,200000.0,200000.0,199622.0613185136,200818.4180079023,201073.5501602818,200000.0,200279.6197611634,197486.49964518557,200000.0,197028.6233188361,201010.73221856228
2024-02-20,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,195900.44991512035,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,196003.0416812772,200403.86270465195,199674.3797046971,200000.0,199914.1525487004,200000.0,196678.65571426853,197955.64446722812,201482.4110110275,200000.0,200000.0,197168.2087449669,200000.0,200000.0,200000.0,200000.0,200000.0,200176.93797018565,200000.0,200000.0,204138.2400624106,201479.34630393577,199912.1516498493,201321.1989903525,200000.0,200000.0,200000.0,200000.0,199307.29539280143,199940.5449787162,200000.0,201685.80424747773,200000.0,200000.0,200000.0,200000.0,200000.0,199622.0613185136,200818.4180079023,201073.5501602818,200000.0,200279.6197611634,197486.49964518557,200000.0,195722.61535490592,201010.73221856228
2024-02-21,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,195900.44991512035,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,196003.0416812772,200496.49152069804,192958.6952511292,200000.0,199914.1525487004,200000.0,196678.65571426853,197955.64446722812,201482.4110110275,200000.0,200000.0,197168.2087449669,200000.0,200000.0,200000.0,200000.0,200000.0,200176.93797018565,200000.0,200000.0,204138.2400624106,201479.34630393577,199912.1516498493,201321.1989903525,200000.0,200000.0,200000.0,200000.0,199307.29539280143,199940.5449787162,200000.0,201685.80424747773,200000.0,200000.0,200000.0,200000.0,200000.0,199622.0613185136,200818.4180079023,201073.5501602818,200000.0,200279.6197611634,197486.49964518557,200000.0,195722.61535490592,200738.21022637063
2024-02-22,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,195900.44991512035,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,196003.0416812772,200496.49152069804,192958.6952511292,200000.0,199914.1525487004,200000.0,196678.65571426853,197955.64446722812,201482.4110110275,200000.0,200000.0,197168.2087449669,200000.0,200000.0,200000.0,200000.0,200000.0,200176.93797018565,200000.0,200000.0,204138.2400624106,201479.34630393577,199912.1516498493,201321.1989903525,200000.0,200000.0,200000.0,200000.0,199307.29539280143,199940.5449787162,200000.0,201685.80424747773,200000.0,200000.0,200000.0,200000.0,200000.0,201330.7601363161,200818.4180079023,201073.5501602818,200000.0,200279.6197611634,197486.49964518557,200000.0,195722.61535490592,202036.97797229316
