2025-04-29, 200000.0
2025-04-30, 199776.197
2025-05-06, 199776.197
2025-05-07, 199776.197
2025-05-08, 199776.197
2025-05-09, 200544.33799999996
2025-05-12, 200544.33799999996
2025-05-13, 200544.33799999996
2025-05-14, 200544.33799999996
2025-05-15, 200544.33799999996
2025-05-16, 200544.33799999996
2025-05-19, 200544.33799999996
2025-05-20, 200544.33799999996
2025-05-21, 200544.33799999996
2025-05-22, 200544.33799999996
2025-05-23, 200544.33799999996
2025-05-26, 201266.56999999995
2025-05-27, 201266.56999999995
2025-05-28, 201266.56999999995
2025-05-29, 202441.10599999994
2025-05-30, 202441.10599999994
2025-06-03, 202441.10599999994
2025-06-04, 202441.10599999994
2025-06-05, 202441.10599999994
2025-06-06, 202441.10599999994
2025-06-09, 202441.10599999994
