2025-04-29, 199961.35218413325
2025-04-30, 199961.35218413325
2025-05-06, 199961.35218413325
2025-05-07, 199961.35218413325
2025-05-08, 199961.35218413325
2025-05-09, 199961.35218413325
2025-05-12, 199961.35218413325
2025-05-13, 199961.35218413325
2025-05-14, 199961.35218413325
2025-05-15, 199961.35218413325
2025-05-16, 197854.24218413327
2025-05-19, 197854.24218413327
2025-05-20, 197854.24218413327
2025-05-21, 198325.3921841333
2025-05-22, 199366.92018413328
2025-05-23, 197487.48018413328
2025-05-26, 197868.1441841333
2025-05-27, 197868.1441841333
2025-05-28, 197868.1441841333
2025-05-29, 197868.1441841333
2025-05-30, 197868.1441841333
2025-06-03, 197868.1441841333
2025-06-04, 197916.4501841333
2025-06-05, 197916.4501841333
2025-06-06, 197631.8941841333
2025-06-09, 198456.1321841333
