entry_time,exit_time,entry_price,exit_price,fu,pnl,pnlcomm
2017-01-04 14:41:00,2017-01-04 15:15:00,1055.2116371776328,1067.6363326532316,FG,23606.92,22800.24
2017-01-05 02:11:00,2017-01-05 13:07:00,1070.2987673980026,1079.173549880573,FG,-18353.05,-19161.59
2017-01-06 01:01:00,2017-01-06 03:12:00,1074.736158639288,1087.160854114887,FG,-23358.43,-24171.3
2017-01-06 14:51:00,2017-01-06 15:26:00,1086.2733758666295,1078.2860716323162,FG,16507.1,15702.21
2017-01-09 01:41:00,2017-01-09 13:13:00,1072.9612021427738,1080.9485063770874,FG,15016.13,14206.93
2017-01-09 18:01:00,2017-01-10 01:05:00,1080.9485063770874,1096.9231148457145,FG,-29712.77,-30522.94
2017-01-11 02:31:00,2017-01-12 15:18:00,1127.984853534711,1113.785201562598,FG,25275.38,24477.31
2017-01-13 01:11:00,2017-01-13 02:36:00,1120.8850275486543,1138.6345925137955,FG,31949.22,31135.79
2017-01-13 17:31:00,2017-01-16 03:23:00,1130.6472882794822,1151.0592879893943,FG,-36333.36,-37145.65
2017-01-16 15:21:00,2017-01-17 17:33:00,1162.596505216736,1137.7471142655386,FG,41693.73,40892.9
2017-01-17 18:01:00,2017-01-18 02:55:00,1145.734418499852,1157.2716357271936,FG,20305.5,19494.84
2017-01-18 13:11:00,2017-01-19 18:48:00,1148.3968532446231,1156.384157478937,FG,-14057.66,-14868.94
2017-01-20 02:41:00,2017-01-20 13:45:00,1158.1591139754507,1164.37146171325,FG,-10809.49,-11617.73
2017-01-23 02:51:00,2017-01-23 15:02:00,1151.0592879893943,1139.5220707620526,FG,-20074.76,-20871.26
2017-01-24 18:11:00,2017-01-25 13:41:00,1160.821548720222,1169.6963312027924,FG,-13897.91,-14709.24
2017-01-25 17:31:00,2017-01-26 01:17:00,1166.146418209764,1169.6963312027924,FG,-7632.31,-8435.54
2017-01-26 02:11:00,2017-01-26 02:17:00,1169.6963312027924,1167.0338964580212,FG,4579.39,3776.16
2017-02-06 01:11:00,2017-02-06 13:46:00,1145.734418499852,1157.2716357271936,FG,18743.54,17933.19
2017-02-06 14:11:00,2017-02-07 01:17:00,1150.1718097411372,1135.0846795207674,FG,24707.39,23911.82
2017-02-07 02:51:00,2017-02-08 13:13:00,1138.6345925137955,1152.8342444859084,FG,24991.39,24184.79
2017-02-08 17:31:00,2017-02-09 02:13:00,1159.9340704719648,1166.146418209764,FG,-10809.49,-11618.96
2017-02-10 01:31:00,2017-02-10 03:16:00,1161.7090269684788,1174.1337224440776,FG,23163.18,22350.62
2017-02-13 03:21:00,2017-02-13 13:03:00,1218.50763485693,1230.0448520842715,FG,-19151.78,-19964.7
2017-02-14 01:51:00,2017-02-14 13:54:00,1229.1573738360148,1215.845200112159,FG,18921.04,18119.08
2017-02-14 14:41:00,2017-02-14 18:01:00,1221.1700696017012,1230.0448520842715,FG,14554.64,13750.64
2017-02-15 15:11:00,2017-02-16 01:06:00,1214.957721863902,1203.4205046365605,FG,-19151.78,-19954.68
2017-02-16 01:51:00,2017-02-16 02:34:00,1214.957721863902,1208.745374126103,FG,-11785.71,-12590.68
2017-02-16 13:11:00,2017-02-16 13:27:00,1214.957721863902,1219.3951131051872,FG,7366.07,6557.86
2017-02-16 18:21:00,2017-02-16 18:47:00,1219.3951131051872,1210.5203306226167,FG,13258.93,12451.9
2017-02-17 17:41:00,2017-02-17 17:52:00,1248.6818952976698,1236.2571998220712,FG,18690.29,17884.88
2017-02-20 03:01:00,2017-02-20 13:06:00,1214.957721863902,1204.3079828848174,FG,-17678.57,-18481.76
2017-02-21 13:41:00,2017-02-21 17:35:00,1232.707286829043,1214.957721863902,FG,30564.75,29762.21
2017-02-22 03:01:00,2017-02-22 03:18:00,1208.745374126103,1201.6455481400462,FG,-11785.71,-12585.96
2017-02-22 18:51:00,2017-02-23 01:16:00,1204.3079828848174,1208.745374126103,FG,8945.78,8134.7
2017-02-24 01:11:00,2017-02-24 03:23:00,1191.8832874092186,1180.346070181877,FG,-20873.49,-21670.26
2017-02-27 14:11:00,2017-02-27 15:27:00,1200.758069891789,1210.5203306226167,FG,-17891.56,-18701.45
2017-02-28 13:11:00,2017-02-28 14:01:00,1197.208156898761,1183.8959831749053,FG,-22364.45,-23164.5
2017-03-01 18:31:00,2017-03-01 18:37:00,1175.0212006923346,1169.6963312027924,FG,-9158.78,-9965.36
2017-03-02 18:41:00,2017-03-03 01:07:00,1174.1337224440776,1170.583809451049,FG,-9158.78,-9965.36
2017-03-06 14:41:00,2017-03-06 15:29:00,1161.7090269684788,1166.146418209764,FG,-4632.64,-5442.73
2017-03-08 02:01:00,2017-03-08 02:22:00,1169.6963312027924,1161.7090269684788,FG,-13738.16,-14539.56
2017-03-10 03:01:00,2017-03-10 03:06:00,1094.260680100943,1099.5855495904857,FG,-8164.8,-8972.46
2017-03-13 01:51:00,2017-03-13 02:47:00,1093.373201852686,1082.7234628736014,FG,-19595.52,-20396.32
2017-03-14 01:21:00,2017-03-14 13:47:00,1102.2479843352564,1111.1227668178271,FG,-17767.31,-18573.3
2017-03-14 15:11:00,2017-03-15 01:02:00,1110.23528856957,1094.260680100943,FG,29073.79,28272.0
2017-03-15 02:21:00,2017-03-15 13:06:00,1101.3605060869995,1115.5601580591124,FG,25843.37,25036.41
2017-03-15 18:01:00,2017-03-15 18:33:00,1114.6726798108552,1109.3478103213129,FG,7987.3,7186.34
2017-03-16 03:01:00,2017-03-16 03:09:00,1109.3478103213129,1100.4730278387424,FG,-16152.1,-16956.48
2017-03-17 13:41:00,2017-03-17 15:25:00,1098.6980713422283,1107.5728538247988,FG,-17962.56,-18774.14
2017-03-20 14:51:00,2017-03-20 17:59:00,1096.9231148457145,1088.0483323631438,FG,-14696.64,-15500.38
2017-03-22 01:11:00,2017-03-22 02:13:00,1094.260680100943,1082.7234628736014,FG,22861.44,22059.98
2017-03-22 15:11:00,2017-03-22 18:06:00,1070.2987673980026,1058.7615501706612,FG,-21689.97,-22490.5
2017-03-23 14:51:00,2017-03-24 14:12:00,1070.2987673980026,1059.649028418918,FG,18353.05,17552.52
2017-03-24 14:51:00,2017-03-24 18:21:00,1066.7488544049745,1080.0610281288302,FG,23358.43,22551.56
2017-03-27 02:11:00,2017-03-27 03:02:00,1077.398593384059,1070.2987673980026,FG,14856.39,14057.11
2017-03-27 17:51:00,2017-03-27 18:54:00,1053.4366806811188,1066.7488544049745,FG,25293.13,24486.79
2017-03-29 14:51:00,2017-03-30 18:16:00,1121.7725057969117,1137.7471142655386,FG,-27156.83,-27970.58
2017-03-31 14:01:00,2017-03-31 18:54:00,1141.297027258567,1158.1591139754507,FG,-31239.23,-32048.33
2017-04-07 13:01:00,2017-04-07 13:54:00,1152.8342444859084,1165.2589399615072,FG,23163.18,22356.79
2017-04-10 02:51:00,2017-04-10 19:00:00,1152.8342444859084,1146.621896748109,FG,-10809.49,-11609.7
2017-04-11 02:01:00,2017-04-11 13:18:00,1147.5093749963662,1141.297027258567,FG,-14057.66,-14863.32
2017-04-12 03:21:00,2017-04-13 01:07:00,1112.863146239734,1102.0059448130046,FG,-21171.54,-21969.22
2017-04-13 01:21:00,2017-04-13 13:22:00,1108.33931231193,1121.0060473097806,FG,24700.13,23888.98
2017-04-13 18:31:00,2017-04-14 18:53:00,1121.9108140953415,1111.0536126686122,FG,19542.96,18739.75
2017-04-17 01:21:00,2017-04-17 14:33:00,1124.6251144520236,1106.5297787408083,FG,-32209.7,-33003.99
2017-04-17 18:51:00,2017-04-19 13:02:00,1100.1964112418832,1083.9106091017895,FG,-26346.81,-27142.48
2017-04-20 03:01:00,2017-04-20 18:25:00,1128.2441815942666,1140.0061498065566,FG,-20936.3,-21743.8
2017-04-21 17:31:00,2017-04-21 17:53:00,1168.0539201589402,1171.6729873011832,FG,-6224.8,-7029.66
2017-04-24 02:31:00,2017-04-24 13:30:00,1161.7205526600148,1149.958584447725,FG,-20465.82,-21270.29
2017-04-25 13:31:00,2017-04-25 18:10:00,1176.196821228987,1170.7682205156225,FG,12449.59,11642.23
2017-04-27 02:31:00,2017-04-28 01:03:00,1162.6253194455755,1172.577754086744,FG,18891.53,18078.56
2017-04-28 01:11:00,2017-04-28 13:11:00,1168.9586869445009,1178.9111215856692,FG,-18674.39,-19481.74
2017-04-28 17:41:00,2017-04-28 18:02:00,1183.434955513473,1170.7682205156225,FG,21533.45,20733.02
2017-05-02 18:21:00,2017-05-02 18:38:00,1170.7682205156225,1176.196821228987,FG,12449.59,11642.23
2017-05-03 13:01:00,2017-05-03 13:10:00,1173.4825208723046,1168.0539201589402,FG,9337.19,8531.7
2017-05-05 02:31:00,2017-05-05 18:38:00,1129.1489483798275,1115.5774465964162,FG,-24157.27,-24956.4
2017-05-08 01:11:00,2017-05-09 01:03:00,1122.8155808809022,1107.4345455263692,FG,-26057.28,-26860.5
2017-05-09 02:51:00,2017-05-09 15:14:00,1111.0536126686122,1121.9108140953415,FG,18113.43,17300.96
2017-05-10 03:11:00,2017-05-10 17:59:00,1121.9108140953415,1112.863146239734,FG,17914.38,17110.19
2017-05-11 01:11:00,2017-05-11 13:29:00,1116.4822133819769,1101.101178027444,FG,-27685.86,-28484.19
2017-05-12 02:01:00,2017-05-15 02:46:00,1137.2918494498742,1153.577651589968,FG,-28663.01,-29469.4
2017-05-15 14:51:00,2017-05-16 17:54:00,1159.9110190888932,1154.4824183755288,FG,6297.18,5491.77
2017-05-17 14:41:00,2017-05-17 18:08:00,1156.2919519466502,1151.7681180188465,FG,-7871.47,-8674.68
