entry_time,exit_time,entry_price,exit_price,fu,pnl,pnlcomm
2017-01-05 14:41:00,2017-01-06 15:18:00,8148.469260749937,8050.668546554754,JD,23853.83,23043.76
2017-01-09 15:01:00,2017-01-11 13:04:00,8014.887797458955,8088.834678923607,JD,19679.41,18874.23
2017-01-12 13:21:00,2017-01-12 15:25:00,8308.289940044506,8248.655358218175,JD,14908.65,14081.04
2017-01-13 13:01:00,2017-01-13 13:02:00,8241.499208399015,8286.821490587026,JD,-4174.42,-5003.7
2017-01-17 14:01:00,2017-01-18 13:12:00,8110.303128381086,8053.053929827807,JD,14312.3,13504.13
2017-01-19 18:31:00,2017-01-20 13:22:00,8138.927727657725,8072.136996012234,JD,16101.34,15290.9
2017-01-20 18:41:00,2017-01-23 13:10:00,8076.9077625583395,8131.771577838565,JD,13119.61,12309.05
2017-01-24 18:11:00,2017-01-25 17:51:00,8148.469260749937,8088.834678923607,JD,13715.95,12904.33
2017-02-06 13:11:00,2017-02-07 13:04:00,7893.233250533239,7924.2432330829315,JD,8682.8,7860.16
2017-02-08 18:31:00,2017-02-09 13:39:00,7917.087083263771,7902.774783625452,JD,3721.2,2898.57
2017-02-10 13:01:00,2017-02-10 18:34:00,7919.472466536825,7948.097065813464,JD,8682.8,7857.93
2017-02-13 13:21:00,2017-02-13 14:03:00,7900.389400352398,7998.190114547582,JD,-24807.99,-25634.59
2017-02-13 17:41:00,2017-02-14 18:43:00,8000.575497820636,8031.585480370328,JD,-7156.15,-7957.88
2017-02-16 13:01:00,2017-02-16 13:32:00,7905.160166898505,7945.711682540411,JD,6822.2,5996.96
2017-02-20 13:01:00,2017-02-21 13:22:00,7816.900985795534,7855.067118164387,JD,10543.39,9728.58
2017-02-23 13:21:00,2017-02-23 14:31:00,7898.004017079345,7835.984051979961,JD,15504.99,14686.7
2017-02-23 18:21:00,2017-02-24 13:02:00,7843.14020179912,7821.671752341641,JD,-4961.6,-5776.29
2017-02-27 13:11:00,2017-02-28 13:17:00,7962.409365451784,8043.512396735594,JD,-21086.79,-21918.85
2017-02-28 14:11:00,2017-02-28 15:18:00,7945.711682540411,7917.087083263771,JD,7442.4,6617.53
2017-03-09 13:01:00,2017-03-14 14:43:00,7676.163372685392,7692.861055596765,JD,9660.8,8831.91
2017-03-15 13:01:00,2017-03-15 13:04:00,7685.704905777605,7711.944121781191,JD,1932.16,1099.66
2017-03-17 17:31:00,2017-03-20 13:04:00,7552.1234424866225,7664.236456320126,JD,29626.46,28804.91
2017-03-22 13:11:00,2017-03-24 14:13:00,7852.681734891334,7797.817919611109,JD,14264.59,13450.77
2017-03-27 13:01:00,2017-03-28 13:03:00,7790.661769791949,7850.29635161828,JD,20466.59,19654.25
2017-03-28 14:11:00,2017-03-28 14:44:00,7804.974069430268,7728.641804692564,JD,19846.39,19038.64
2017-03-29 14:01:00,2017-03-30 13:09:00,7669.007222866232,7614.143407586007,JD,-16101.34,-16926.63
2017-04-05 13:01:00,2017-04-05 13:02:00,7456.708111564492,7344.595097730989,JD,-4508.37,-5302.49
2017-04-11 13:51:00,2017-04-13 13:29:00,6941.465324584988,6814.422703572303,JD,-35136.39,-35934.3
2017-04-13 18:01:00,2017-04-13 18:44:00,6777.701411097318,6739.231485647333,JD,-11016.39,-11827.51
2017-04-18 13:11:00,2017-04-18 17:33:00,6844.149464147291,6784.695942997315,JD,17311.47,16493.84
2017-04-20 13:01:00,2017-04-20 13:31:00,6573.111353022398,6518.90373079742,JD,-13551.91,-14363.39
2017-04-21 13:41:00,2017-04-21 17:31:00,6623.821709297378,6678.029331522357,JD,-16262.29,-17087.11
2017-04-24 18:41:00,2017-04-25 13:12:00,6622.073076322379,6657.045735822365,JD,10841.52,10018.0
2017-04-26 17:51:00,2017-04-26 17:57:00,6788.193208947313,6753.220549447327,JD,9967.21,9154.62
2017-04-27 18:11:00,2017-04-28 14:57:00,6770.706879197321,6821.4172354723005,JD,15213.11,14397.37
2017-05-02 13:41:00,2017-05-03 13:17:00,6866.881692822282,6775.952778122318,JD,27803.26,26984.8
2017-05-04 13:31:00,2017-05-08 13:04:00,6737.482852672333,6611.581278472383,JD,-38295.06,-39095.9
2017-05-10 13:01:00,2017-05-10 13:03:00,6282.8382791725135,6326.554103547496,JD,10072.13,9264.34
2017-05-12 13:11:00,2017-05-12 13:22:00,6296.827342972508,6356.280864122485,JD,-18465.56,-19275.48
2017-05-16 13:11:00,2017-05-22 13:07:00,6162.182603897561,6125.461311422576,JD,-12118.03,-12929.01
2017-05-22 18:31:00,2017-05-23 13:02:00,6211.144327197541,6176.171667697556,JD,12118.03,11300.35
2017-05-23 17:51:00,2017-05-24 13:27:00,6165.67986984756,6211.144327197541,JD,14426.22,13609.47
2017-05-24 14:11:00,2017-05-26 13:02:00,6190.16073149755,6149.942173072566,JD,14426.22,13612.01
