2025-05-21T01:28:00, eb, 做多6手
2025-05-21T01:36:00, au, 做空1手
2025-05-21T02:09:00, m, 做空7手
2025-05-21T13:01:00, eb, 平多
2025-05-21T13:07:00, EC, 做多2手
2025-05-21T13:31:00, m, 平空
2025-05-21T14:31:00, b, 做空6手
2025-05-21T14:31:00, EC, 平多
2025-05-21T14:31:00, LC, 做空4手
2025-05-21T14:31:00, m, 做空7手
2025-05-21T17:35:00, LC, 平空
2025-05-21T18:16:00, EC, 做多2手
2025-05-22T01:22:00, sa, 做空8手
2025-05-22T01:52:00, au, 平空
2025-05-22T13:01:00, b, 平空
2025-05-22T13:12:00, LC, 做空4手
2025-05-22T13:19:00, sa, 平空
2025-05-22T14:49:00, EC, 平多
2025-05-22T18:30:00, c, 做空9手
2025-05-23T01:15:00, cs, 做空8手
2025-05-23T01:50:00, AG, 做多2手
2025-05-23T05:21:00, AG, 平多
2025-05-23T13:01:00, PK, 做多5手
2025-05-23T13:03:00, JD, 做空6手
2025-05-23T13:16:00, m, 空单止损
2025-05-23T13:33:00, LC, 平空
2025-05-23T13:52:00, ao, 做多4手
2025-05-23T18:00:00, c, 平空
2025-05-23T18:01:00, cs, 平空
2025-05-23T18:11:00, cf, 做多3手
2025-05-23T18:36:00, PK, 平多
2025-05-23T19:00:00, JD, 平空
2025-05-26T01:01:00, bu, 做多6手
2025-05-26T02:23:00, bu, 平多
2025-05-26T02:25:00, cf, 平多
2025-05-26T02:39:00, cs, 做空8手
2025-05-26T13:13:00, cs, 平空
2025-05-26T13:31:00, cf, 做多3手
2025-05-26T18:26:00, cf, 平多
2025-05-27T14:34:00, ao, 平多
2025-05-27T15:01:00, ru, 做空2手
2025-05-27T17:31:00, AG, 做多2手
2025-05-27T17:36:00, AG, 多单止损
2025-05-27T18:12:00, pg, 做空3手
2025-05-28T01:01:00, y, 做空3手
2025-05-28T01:16:00, ru, 平空
2025-05-28T02:00:00, pg, 平空
2025-05-28T02:51:00, y, 平空
2025-05-28T13:46:00, AP, 做空3手
2025-05-28T15:16:00, ma, 做空10手
2025-05-28T18:21:00, cs, 做空8手
2025-05-29T01:01:00, pg, 做空3手
2025-05-29T01:06:00, ma, 平空
2025-05-29T01:23:00, i, 做空3手
2025-05-29T01:31:00, pg, 平空
2025-05-29T02:31:00, sh, 做空3手
2025-05-29T13:18:00, LG, 做空3手
2025-05-29T13:34:00, sh, 平空
2025-05-29T13:45:00, pp, 做空6手
2025-05-29T13:57:00, sh, 做空3手
2025-05-29T14:36:00, l, 做空6手
2025-05-29T14:49:00, eb, 做空6手
2025-05-29T14:50:00, eb, 空单止损
2025-05-29T14:58:00, LG, 平空
2025-05-29T15:23:00, JD, 做空6手
2025-05-29T15:29:00, pp, 平空
2025-05-29T17:38:00, LH, 做空1手
2025-05-29T17:56:00, rb, 做空7手
2025-05-29T18:00:00, pg, 做空3手
2025-05-29T18:00:00, sh, 空单止损
2025-05-29T18:02:00, AP, 平空
2025-05-29T18:14:00, pp, 做空6手
2025-05-29T18:14:00, PS, 做空2手
2025-05-29T18:24:00, hc, 做空7手
2025-05-30T01:01:00, pg, 平空
2025-05-30T01:15:00, cs, 空单止损
2025-05-30T01:31:00, hc, 平空
2025-05-30T01:31:00, rb, 平空
2025-05-30T01:39:00, pp, 平空
2025-05-30T01:56:00, l, 平空
2025-05-30T13:01:00, i, 平空
2025-05-30T13:01:00, PS, 平空
2025-05-30T14:32:00, v, 做空9手
2025-05-30T14:58:00, PS, 做空2手
2025-05-30T15:24:00, LH, 平空
2025-05-30T18:07:00, LC, 做空4手
2025-05-30T18:19:00, JD, 平空
2025-05-30T18:28:00, v, 平空
2025-06-03T13:01:00, LC, 平空
2025-06-03T13:01:00, ma, 做空10手
2025-06-03T13:01:00, ni, 做空2手
2025-06-03T13:02:00, PS, 平空
2025-06-03T13:17:00, LG, 做空3手
2025-06-03T13:18:00, A, 做空5手
2025-06-03T13:30:00, ma, 平空
2025-06-03T15:20:00, LG, 平空
2025-06-03T17:51:00, rm, 做多8手
2025-06-03T17:58:00, rm, 多单止损
2025-06-04T01:07:00, A, 平空
2025-06-04T02:00:00, l, 做空6手
2025-06-04T13:01:00, ni, 平空
2025-06-04T13:03:00, CJ, 做空5手
2025-06-04T13:10:00, sa, 做空9手
2025-06-04T14:09:00, sa, 平空
2025-06-04T14:45:00, CJ, 平空
2025-06-04T14:47:00, sn, 做空1手
2025-06-04T17:31:00, l, 平空
